Transaction_ID,Customer_ID,Transaction_date,Transaction_time,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Season,Promotion
1000001068,1060,2021-02-27,17:50:26,5,50.23,Mobile Payment,New York,Warehouse Club,False,Winter,Discount on Selected Items
1000001069,1061,2021-11-16,08:32:18,3,69.66,Cash,New York,Supermarket,False,Summer,No Promotion
1000001070,1062,2023-07-07,17:42:52,3,30.22,Mobile Payment,Atlanta,Supermarket,True,Winter,Discount on Selected Items
1000001071,408,2023-04-24,14:41:07,5,72.69,Cash,Houston,Convenience Store,True,Winter,No Promotion
1000001072,1063,2022-07-17,20:10:19,2,13.56,Debit Card,San Francisco,Department Store,True,Spring,Discount on Selected Items
1000001073,1064,2020-10-19,09:31:45,5,23.24,Credit Card,Atlanta,Warehouse Club,False,Winter,BOGO (Buy One Get One)
1000001074,1065,2022-04-03,04:09:00,4,60.25,Credit Card,Chicago,Warehouse Club,True,Winter,No Promotion
1000001075,1066,2023-09-11,00:44:13,5,51.77,Debit Card,New York,Department Store,False,Summer,Discount on Selected Items
1000001076,1067,2024-04-11,04:55:24,7,85.64,Debit Card,San Francisco,Supermarket,True,Fall,Discount on Selected Items
1000001077,1068,2022-07-10,14:01:36,4,80.21,Debit Card,Atlanta,Specialty Store,False,Winter,No Promotion
1000001078,1069,2021-11-13,22:43:12,2,62.6,Cash,Boston,Department Store,False,Spring,BOGO (Buy One Get One)
1000001079,1070,2020-08-08,04:37:33,8,63.68,Cash,New York,Warehouse Club,False,Spring,BOGO (Buy One Get One)
1000001080,1071,2020-01-10,19:59:57,4,69.43,Cash,Seattle,Warehouse Club,False,Fall,No Promotion
1000001081,1072,2020-11-15,20:07:01,6,67.38,Credit Card,Boston,Department Store,True,Fall,Discount on Selected Items
1000001082,1073,2021-03-09,04:41:46,5,66.44,Credit Card,New York,Department Store,False,Spring,BOGO (Buy One Get One)
1000001083,1074,2021-04-11,14:51:47,6,6.17,Cash,Chicago,Pharmacy,False,Summer,No Promotion
1000001084,1075,2020-04-09,00:40:55,6,19.91,Cash,New York,Warehouse Club,True,Spring,Discount on Selected Items
1000001085,1076,2024-03-24,09:39:30,3,98.56,Debit Card,Boston,Warehouse Club,False,Fall,BOGO (Buy One Get One)
1000001086,1077,2021-03-20,20:53:19,5,35.71,Debit Card,Los Angeles,Convenience Store,False,Fall,BOGO (Buy One Get One)
1000001087,1078,2023-08-31,02:36:11,5,61.27,Cash,San Francisco,Department Store,False,Summer,BOGO (Buy One Get One)
1000001088,1079,2020-10-16,07:18:50,9,68.97,Cash,Atlanta,Department Store,False,Spring,BOGO (Buy One Get One)
1000001089,1080,2020-04-15,09:53:32,9,51.93,Credit Card,Los Angeles,Pharmacy,False,Summer,No Promotion
1000001090,1081,2020-07-07,08:05:40,4,91.37,Cash,New York,Convenience Store,False,Fall,Discount on Selected Items
1000001091,1082,2020-07-29,02:48:32,4,92.28,Credit Card,Boston,Department Store,True,Winter,Discount on Selected Items
1000001092,1083,2023-02-14,23:23:00,10,85.1,Mobile Payment,San Francisco,Convenience Store,True,Summer,Discount on Selected Items
1000001093,1084,2021-03-24,02:36:52,8,61.96,Cash,Atlanta,Pharmacy,True,Spring,No Promotion
1000001094,1085,2023-12-19,20:25:38,4,13.14,Mobile Payment,Houston,Convenience Store,True,Spring,Discount on Selected Items
1000001095,1086,2023-09-14,09:17:56,6,34.92,Cash,Atlanta,Convenience Store,True,Spring,Discount on Selected Items
1000001096,1087,2022-08-24,18:41:56,9,7.61,Debit Card,Dallas,Specialty Store,True,Fall,BOGO (Buy One Get One)
1000001097,1088,2022-04-29,14:51:25,4,58.37,Credit Card,Los Angeles,Pharmacy,False,Summer,BOGO (Buy One Get One)
1000001098,1089,2021-07-10,18:36:44,7,24.28,Credit Card,Miami,Department Store,False,Spring,No Promotion
1000001099,1090,2023-11-25,07:36:00,5,97.38,Mobile Payment,Chicago,Pharmacy,False,Fall,No Promotion
1000001100,1091,2022-01-18,11:21:55,3,22.08,Mobile Payment,Dallas,Pharmacy,True,Summer,BOGO (Buy One Get One)
1000001101,1092,2024-01-26,16:58:59,2,44.4,Debit Card,Boston,Supermarket,True,Winter,Discount on Selected Items
1000001102,1093,2021-02-01,13:05:36,1,46.93,Mobile Payment,New York,Department Store,False,Summer,Discount on Selected Items
1000001103,1094,2023-03-10,23:21:59,6,60.29,Cash,Dallas,Department Store,True,Spring,Discount on Selected Items
1000001104,1095,2020-10-07,09:54:59,2,71.09,Debit Card,Houston,Warehouse Club,True,Summer,Discount on Selected Items
1000001105,1096,2022-06-17,17:45:03,1,65.51,Cash,Seattle,Specialty Store,True,Spring,BOGO (Buy One Get One)
1000001106,1097,2022-10-01,03:10:43,4,76.47,Cash,Chicago,Department Store,False,Spring,No Promotion
1000001107,1098,2023-10-26,08:38:34,1,43.16,Debit Card,Atlanta,Specialty Store,True,Winter,Discount on Selected Items
1000001108,1099,2022-06-06,15:48:48,4,81.32,Mobile Payment,San Francisco,Supermarket,False,Winter,No Promotion
1000001109,1100,2021-03-01,04:52:20,6,66.1,Mobile Payment,Seattle,Specialty Store,True,Winter,No Promotion
1000001110,1101,2023-12-18,08:16:26,6,26.99,Debit Card,Dallas,Department Store,True,Summer,BOGO (Buy One Get One)
1000001111,1102,2024-03-19,11:16:58,10,73.56,Debit Card,San Francisco,Warehouse Club,True,Spring,No Promotion
1000001112,1103,2020-01-21,18:25:02,6,59.37,Mobile Payment,Miami,Department Store,True,Spring,No Promotion
1000001113,1104,2024-02-29,21:10:47,9,96.51,Mobile Payment,Dallas,Supermarket,True,Spring,BOGO (Buy One Get One)
1000001114,1105,2023-07-17,18:26:01,9,51.63,Mobile Payment,Seattle,Department Store,False,Winter,BOGO (Buy One Get One)
1000001115,1106,2022-01-13,20:50:17,9,58.08,Credit Card,Los Angeles,Department Store,False,Winter,BOGO (Buy One Get One)
1000001116,1107,2022-12-16,01:22:31,9,82.68,Debit Card,Boston,Warehouse Club,True,Summer,BOGO (Buy One Get One)
1000001117,1108,2020-05-26,02:11:31,9,50.68,Credit Card,Miami,Convenience Store,False,Fall,No Promotion
1000001118,1109,2022-03-13,15:43:03,6,97.03,Credit Card,New York,Specialty Store,False,Fall,Discount on Selected Items
1000001119,1110,2023-10-18,19:48:19,4,70.27,Mobile Payment,Seattle,Department Store,False,Winter,No Promotion
1000001120,1111,2023-11-23,05:07:32,8,6.67,Mobile Payment,Los Angeles,Convenience Store,False,Fall,Discount on Selected Items
1000001121,1112,2021-03-07,01:24:49,2,43.34,Mobile Payment,Chicago,Convenience Store,True,Fall,BOGO (Buy One Get One)
1000001122,1113,2022-08-16,13:00:19,4,30.69,Credit Card,Boston,Warehouse Club,True,Fall,BOGO (Buy One Get One)
1000001123,1114,2022-09-11,12:28:40,8,98.6,Mobile Payment,Dallas,Supermarket,False,Fall,Discount on Selected Items
1000001124,1115,2020-09-27,08:57:57,5,90.1,Mobile Payment,Chicago,Supermarket,True,Summer,BOGO (Buy One Get One)
1000001125,1116,2021-09-09,13:46:56,9,87.36,Mobile Payment,Miami,Specialty Store,True,Fall,BOGO (Buy One Get One)
1000001126,1117,2022-05-17,08:15:53,8,32.17,Credit Card,Dallas,Department Store,True,Winter,BOGO (Buy One Get One)
1000001127,1118,2021-09-30,10:14:34,8,16.6,Cash,Chicago,Warehouse Club,False,Fall,BOGO (Buy One Get One)
1000001128,1119,2020-04-26,23:59:24,9,7.85,Debit Card,Chicago,Warehouse Club,False,Winter,No Promotion
1000001129,1120,2022-11-24,23:38:15,7,90.36,Cash,Boston,Pharmacy,True,Spring,BOGO (Buy One Get One)
1000001130,1121,2023-10-25,08:54:19,8,73.2,Mobile Payment,Atlanta,Warehouse Club,False,Summer,No Promotion
1000001131,1122,2024-03-24,18:41:38,6,38.61,Debit Card,Miami,Pharmacy,True,Spring,BOGO (Buy One Get One)
1000001132,1123,2021-11-19,17:39:19,4,93.06,Credit Card,Atlanta,Pharmacy,False,Summer,Discount on Selected Items
1000001133,1124,2024-01-18,18:14:58,7,14.64,Debit Card,Houston,Warehouse Club,True,Winter,No Promotion
1000001134,1125,2020-03-20,15:16:53,9,92.82,Cash,Miami,Convenience Store,False,Spring,No Promotion
1000001135,1126,2022-07-13,00:18:23,5,38.9,Mobile Payment,New York,Warehouse Club,False,Summer,Discount on Selected Items
1000001136,1127,2021-02-07,21:35:29,9,12.12,Cash,Chicago,Supermarket,True,Winter,Discount on Selected Items
1000001137,1128,2022-09-05,01:29:10,3,11.08,Credit Card,San Francisco,Convenience Store,False,Winter,Discount on Selected Items
1000001138,190,2020-07-22,02:19:54,9,29.76,Debit Card,Houston,Specialty Store,True,Fall,Discount on Selected Items
1000001139,1129,2022-01-27,06:27:46,10,8.5,Credit Card,Dallas,Supermarket,True,Summer,BOGO (Buy One Get One)
1000001140,1130,2021-10-26,07:03:47,1,16.64,Credit Card,New York,Warehouse Club,True,Fall,No Promotion
1000001141,1131,2024-02-05,18:06:22,9,56.35,Cash,San Francisco,Specialty Store,False,Spring,Discount on Selected Items
1000001142,1132,2024-05-14,17:56:09,2,72.57,Cash,Atlanta,Warehouse Club,False,Fall,No Promotion
1000001143,1133,2024-01-11,16:53:15,5,76.49,Debit Card,New York,Convenience Store,True,Fall,BOGO (Buy One Get One)
1000001144,1134,2023-06-29,05:10:43,9,29.72,Credit Card,Dallas,Supermarket,False,Winter,Discount on Selected Items
1000001145,1135,2021-12-11,14:45:06,5,62.88,Mobile Payment,Houston,Convenience Store,False,Fall,BOGO (Buy One Get One)
1000001146,1136,2020-07-31,04:48:10,6,40.5,Debit Card,Miami,Pharmacy,False,Winter,BOGO (Buy One Get One)
1000001147,1137,2023-12-28,12:03:18,2,22.9,Credit Card,New York,Warehouse Club,True,Winter,Discount on Selected Items
1000001148,1138,2022-03-17,23:14:44,1,54.14,Credit Card,Seattle,Specialty Store,False,Winter,BOGO (Buy One Get One)
1000001149,1139,2022-12-13,08:18:42,7,79.7,Cash,Seattle,Supermarket,False,Winter,BOGO (Buy One Get One)
1000001150,1140,2022-06-11,07:49:32,6,24.49,Debit Card,Houston,Pharmacy,False,Winter,No Promotion
1000001151,1141,2023-04-11,18:24:31,5,13.1,Cash,Seattle,Specialty Store,False,Winter,No Promotion
1000001152,1142,2022-09-11,05:39:12,4,85.6,Cash,Houston,Pharmacy,False,Fall,Discount on Selected Items
1000001153,1143,2021-10-28,11:31:14,5,64.55,Credit Card,Houston,Specialty Store,True,Fall,BOGO (Buy One Get One)
1000001154,1144,2022-04-09,13:31:28,5,74.64,Cash,New York,Convenience Store,True,Summer,BOGO (Buy One Get One)
1000001155,1145,2021-05-16,20:56:03,7,98.19,Credit Card,Dallas,Department Store,True,Fall,Discount on Selected Items
1000001156,1146,2022-05-11,01:47:17,6,38.85,Debit Card,San Francisco,Department Store,False,Spring,Discount on Selected Items
1000001157,1147,2022-03-15,18:16:49,5,5.41,Mobile Payment,Atlanta,Department Store,True,Spring,Discount on Selected Items
1000001158,1148,2020-04-23,10:25:45,9,10.82,Debit Card,Seattle,Department Store,True,Winter,BOGO (Buy One Get One)
1000001159,1149,2023-09-12,16:30:02,2,16.09,Cash,Seattle,Warehouse Club,True,Summer,Discount on Selected Items
1000001160,1150,2022-06-06,02:23:35,2,29.26,Mobile Payment,New York,Convenience Store,True,Summer,Discount on Selected Items
1000001161,1151,2022-11-14,22:15:03,6,11.8,Cash,Seattle,Warehouse Club,True,Summer,BOGO (Buy One Get One)
1000001162,1152,2021-01-09,04:02:45,8,85.12,Debit Card,Chicago,Specialty Store,True,Winter,No Promotion
1000001163,1153,2022-11-30,21:22:23,2,44.35,Mobile Payment,New York,Department Store,False,Winter,Discount on Selected Items
1000001164,1154,2021-10-02,13:47:38,6,9.53,Debit Card,Dallas,Supermarket,True,Winter,Discount on Selected Items
1000001165,1155,2021-06-13,05:16:37,5,18.05,Credit Card,Chicago,Convenience Store,False,Summer,No Promotion
1000001166,1156,2021-09-21,01:34:03,8,70.44,Cash,Chicago,Convenience Store,False,Winter,Discount on Selected Items
1000001167,1157,2020-10-24,09:32:40,5,90.07,Mobile Payment,Atlanta,Convenience Store,True,Summer,BOGO (Buy One Get One)
1000001168,1158,2021-04-16,13:30:45,9,81.59,Cash,Seattle,Specialty Store,False,Spring,Discount on Selected Items
1000001169,1159,2022-12-29,10:30:50,4,42.19,Cash,Dallas,Warehouse Club,False,Winter,No Promotion
1000001170,1160,2023-03-23,11:17:20,8,96.87,Credit Card,Chicago,Convenience Store,False,Summer,No Promotion
1000001171,1161,2023-02-24,17:50:58,8,32.6,Credit Card,New York,Warehouse Club,False,Winter,No Promotion
1000001172,1162,2021-08-10,05:46:01,4,76.41,Mobile Payment,Dallas,Warehouse Club,False,Summer,BOGO (Buy One Get One)
1000001173,1163,2020-08-03,22:31:03,1,35.32,Cash,Los Angeles,Department Store,False,Spring,Discount on Selected Items
1000001174,1164,2022-11-15,23:18:03,8,77.44,Cash,Seattle,Pharmacy,False,Fall,BOGO (Buy One Get One)
1000001175,1165,2023-01-10,07:39:04,2,13.04,Mobile Payment,New York,Warehouse Club,False,Summer,No Promotion
1000001176,1166,2020-01-13,21:07:25,2,50.98,Cash,Dallas,Supermarket,False,Spring,No Promotion
1000001177,1167,2022-10-22,11:32:55,5,32.31,Credit Card,Miami,Supermarket,False,Spring,Discount on Selected Items
1000001178,1168,2020-06-29,15:02:31,6,52.37,Credit Card,Houston,Department Store,False,Fall,No Promotion
1000001179,1169,2020-07-26,04:22:44,8,71.3,Debit Card,Boston,Department Store,True,Summer,Discount on Selected Items
1000001180,1170,2023-08-21,05:29:53,6,43.87,Mobile Payment,Miami,Specialty Store,False,Fall,BOGO (Buy One Get One)
1000001181,1171,2023-11-05,22:06:42,6,97.53,Cash,Boston,Supermarket,False,Summer,BOGO (Buy One Get One)
1000001182,1172,2023-11-13,13:59:08,8,95.47,Debit Card,Los Angeles,Specialty Store,True,Winter,No Promotion
1000001183,1173,2023-10-16,00:33:40,7,78.65,Credit Card,Chicago,Pharmacy,True,Summer,No Promotion
1000001184,1174,2022-07-27,04:28:03,7,52.89,Cash,Boston,Specialty Store,False,Spring,No Promotion
1000001185,1175,2023-06-06,07:52:19,7,72.05,Mobile Payment,New York,Warehouse Club,False,Winter,BOGO (Buy One Get One)
1000001186,1176,2020-05-30,19:35:01,7,39.99,Credit Card,New York,Pharmacy,False,Spring,Discount on Selected Items
1000001187,1177,2022-08-29,05:45:43,3,68.51,Debit Card,San Francisco,Specialty Store,False,Winter,No Promotion
1000001188,1178,2022-01-21,06:30:02,8,68.31,Credit Card,Chicago,Department Store,False,Fall,No Promotion
1000001189,1179,2020-10-23,09:46:19,3,9.82,Cash,Los Angeles,Warehouse Club,True,Winter,Discount on Selected Items
1000001190,1036,2023-03-30,11:20:20,8,18.22,Mobile Payment,Seattle,Warehouse Club,True,Winter,No Promotion
1000001191,1180,2023-09-01,04:59:29,2,79.42,Credit Card,Los Angeles,Department Store,True,Winter,No Promotion
1000001192,1181,2023-06-17,07:38:59,8,62.53,Debit Card,Dallas,Supermarket,True,Summer,Discount on Selected Items
1000001193,1182,2024-01-24,05:35:54,9,46.36,Cash,San Francisco,Supermarket,False,Fall,Discount on Selected Items
1000001194,1183,2023-11-16,16:41:32,2,35.22,Cash,Dallas,Supermarket,False,Summer,BOGO (Buy One Get One)
1000001195,1184,2023-04-25,23:32:10,4,7.68,Cash,Chicago,Warehouse Club,False,Spring,No Promotion
1000001196,1185,2020-05-02,05:20:59,6,12.66,Mobile Payment,Boston,Specialty Store,False,Fall,Discount on Selected Items
1000001197,1186,2020-04-14,10:55:16,9,69.27,Debit Card,Atlanta,Pharmacy,True,Winter,Discount on Selected Items
1000001198,1187,2022-08-25,08:19:38,9,60.76,Credit Card,San Francisco,Specialty Store,True,Winter,Discount on Selected Items
1000001199,1188,2021-05-14,16:30:14,4,93.24,Cash,San Francisco,Warehouse Club,True,Winter,BOGO (Buy One Get One)
1000001200,1189,2024-02-25,18:25:50,3,32.03,Cash,Atlanta,Specialty Store,True,Spring,No Promotion
1000001201,1190,2020-03-27,17:54:02,8,85.11,Credit Card,Dallas,Warehouse Club,True,Summer,No Promotion
1000001202,1191,2021-10-09,16:57:19,4,53.39,Mobile Payment,New York,Pharmacy,True,Fall,BOGO (Buy One Get One)
1000001203,1192,2020-05-08,05:07:30,1,49.11,Mobile Payment,Los Angeles,Supermarket,True,Summer,BOGO (Buy One Get One)
1000001204,1193,2022-01-19,17:30:31,3,85.51,Cash,Los Angeles,Warehouse Club,False,Fall,BOGO (Buy One Get One)
1000001205,1194,2020-03-31,09:00:07,4,56.83,Mobile Payment,Seattle,Warehouse Club,False,Summer,Discount on Selected Items
1000001206,1195,2022-12-04,11:17:53,8,97.21,Mobile Payment,Atlanta,Specialty Store,True,Fall,No Promotion
1000001207,1196,2024-02-13,14:20:00,4,62.09,Debit Card,Seattle,Convenience Store,False,Summer,No Promotion
1000001208,1197,2023-10-16,01:48:59,3,28.27,Debit Card,Seattle,Supermarket,True,Fall,No Promotion
1000001209,1198,2020-07-13,03:30:19,7,65.86,Mobile Payment,Boston,Warehouse Club,True,Fall,Discount on Selected Items
1000001210,1199,2021-09-26,04:06:18,8,64.05,Cash,Seattle,Department Store,False,Spring,No Promotion
1000001211,1200,2022-04-18,05:26:07,1,52.69,Debit Card,Atlanta,Department Store,True,Fall,Discount on Selected Items
1000001212,1201,2021-01-02,11:32:11,10,82.01,Credit Card,Atlanta,Department Store,False,Summer,Discount on Selected Items
1000001213,1202,2022-08-06,12:22:36,9,71.66,Mobile Payment,Boston,Department Store,False,Spring,No Promotion
1000001214,1203,2021-02-07,09:21:24,9,22.59,Credit Card,Seattle,Department Store,True,Winter,No Promotion
1000001215,1204,2024-02-10,05:08:23,7,31.83,Mobile Payment,Houston,Warehouse Club,False,Summer,No Promotion
1000001216,1205,2022-03-08,13:04:04,1,99.04,Debit Card,Houston,Supermarket,True,Summer,BOGO (Buy One Get One)
1000001217,1206,2024-03-22,07:26:04,1,79.82,Mobile Payment,Miami,Department Store,True,Summer,Discount on Selected Items
1000001218,1207,2021-03-11,03:39:46,4,10.22,Debit Card,New York,Pharmacy,False,Spring,No Promotion
1000001219,1208,2023-11-15,12:47:37,6,63.09,Credit Card,New York,Warehouse Club,True,Winter,Discount on Selected Items
1000001220,1209,2020-02-07,04:27:03,2,75.57,Credit Card,San Francisco,Specialty Store,False,Winter,Discount on Selected Items
1000001221,1210,2024-02-16,22:09:33,6,28.66,Credit Card,Chicago,Pharmacy,False,Summer,BOGO (Buy One Get One)
1000001222,1211,2022-04-13,15:51:40,5,84.98,Debit Card,Dallas,Supermarket,True,Spring,No Promotion
1000001223,1212,2022-06-03,10:04:33,4,45.2,Cash,Miami,Warehouse Club,False,Summer,BOGO (Buy One Get One)
1000001224,1213,2021-09-23,23:52:23,9,49.32,Debit Card,Dallas,Warehouse Club,False,Fall,Discount on Selected Items
1000001225,1214,2021-07-26,09:43:04,2,96.05,Mobile Payment,Boston,Supermarket,False,Fall,No Promotion
1000001226,1215,2021-03-19,11:50:51,8,99.97,Debit Card,Seattle,Supermarket,False,Summer,No Promotion
1000001227,1216,2023-06-24,00:45:26,6,65.1,Cash,Los Angeles,Supermarket,True,Spring,No Promotion
1000001228,1217,2021-01-30,01:02:25,10,20.72,Credit Card,Houston,Warehouse Club,True,Winter,BOGO (Buy One Get One)
1000001229,1218,2022-07-05,10:03:58,6,35.89,Debit Card,Miami,Department Store,True,Fall,BOGO (Buy One Get One)
1000001230,1219,2024-01-18,01:18:39,7,29.71,Credit Card,Dallas,Department Store,False,Winter,BOGO (Buy One Get One)
1000001231,1220,2023-04-05,03:32:17,1,67.77,Cash,Chicago,Specialty Store,False,Spring,No Promotion
1000001232,1221,2020-03-29,14:41:35,4,13.69,Debit Card,Atlanta,Convenience Store,True,Winter,No Promotion
1000001233,1222,2021-08-16,16:54:48,7,23.35,Cash,Seattle,Warehouse Club,True,Summer,No Promotion
1000001234,1223,2022-11-15,20:48:47,1,76.67,Debit Card,Miami,Supermarket,False,Winter,No Promotion
1000001235,1224,2021-11-26,03:50:24,1,23.51,Credit Card,New York,Specialty Store,True,Spring,Discount on Selected Items
1000001236,1225,2023-02-20,13:34:56,8,35.18,Cash,Atlanta,Pharmacy,False,Spring,BOGO (Buy One Get One)
1000001237,1226,2022-04-19,19:40:17,3,51.72,Cash,New York,Department Store,True,Spring,Discount on Selected Items
1000001238,1227,2023-01-02,14:28:12,5,42.4,Credit Card,New York,Department Store,True,Winter,Discount on Selected Items
1000001239,1228,2024-05-10,08:49:10,1,99.5,Debit Card,Atlanta,Warehouse Club,True,Winter,Discount on Selected Items
1000001240,1229,2023-10-21,04:05:19,8,93.71,Debit Card,Miami,Pharmacy,True,Fall,BOGO (Buy One Get One)
1000001241,1230,2020-03-04,20:17:26,8,50.85,Cash,Atlanta,Department Store,False,Spring,BOGO (Buy One Get One)
1000001242,1231,2023-05-01,02:13:35,6,18.22,Cash,Boston,Specialty Store,True,Fall,Discount on Selected Items
1000001243,1232,2023-11-01,06:30:24,3,64.22,Debit Card,San Francisco,Specialty Store,False,Winter,Discount on Selected Items
1000001244,1233,2021-06-22,08:50:07,7,57.16,Mobile Payment,Dallas,Specialty Store,False,Summer,BOGO (Buy One Get One)
1000001245,1234,2023-10-28,13:32:58,5,62.52,Cash,Atlanta,Convenience Store,False,Fall,BOGO (Buy One Get One)
1000001246,1235,2023-08-31,14:35:16,6,6.34,Debit Card,Los Angeles,Department Store,True,Summer,BOGO (Buy One Get One)
1000001247,1236,2021-04-17,00:56:59,2,46.75,Debit Card,Miami,Supermarket,False,Summer,Discount on Selected Items
1000001248,1237,2021-06-25,22:27:15,10,22.72,Debit Card,Dallas,Convenience Store,True,Summer,No Promotion
1000001249,1238,2021-02-02,08:09:19,8,30.97,Mobile Payment,San Francisco,Department Store,False,Fall,No Promotion
1000001250,1239,2023-08-11,17:16:22,7,57.11,Mobile Payment,Boston,Department Store,True,Winter,No Promotion
1000001251,1240,2024-03-26,07:48:04,7,70.06,Mobile Payment,Dallas,Supermarket,False,Winter,BOGO (Buy One Get One)
1000001252,1241,2024-04-29,13:06:39,5,27.81,Credit Card,Seattle,Supermarket,False,Winter,Discount on Selected Items
1000001253,1242,2021-07-03,00:51:14,5,32.55,Credit Card,Chicago,Pharmacy,True,Winter,No Promotion
1000001254,1243,2021-12-22,00:08:14,2,26.66,Debit Card,Los Angeles,Pharmacy,False,Fall,Discount on Selected Items
1000001255,1244,2021-07-13,18:10:01,4,39.97,Mobile Payment,Atlanta,Department Store,True,Summer,BOGO (Buy One Get One)
1000001256,1245,2020-02-13,07:14:41,7,44.1,Mobile Payment,Chicago,Specialty Store,True,Spring,No Promotion
1000001257,1246,2021-02-18,12:26:38,5,46.94,Mobile Payment,San Francisco,Department Store,True,Summer,BOGO (Buy One Get One)
1000001258,1247,2023-07-12,22:03:04,4,95.39,Cash,Los Angeles,Department Store,True,Summer,No Promotion
1000001259,1248,2024-03-01,19:03:47,8,54.89,Mobile Payment,New York,Specialty Store,True,Summer,Discount on Selected Items
1000001260,1249,2024-02-18,01:23:23,6,87.54,Cash,Chicago,Warehouse Club,True,Winter,BOGO (Buy One Get One)
1000001261,1250,2020-10-24,07:02:15,6,77.81,Credit Card,Los Angeles,Department Store,True,Fall,Discount on Selected Items
1000001262,1251,2022-10-31,10:30:08,7,5.12,Credit Card,Houston,Specialty Store,True,Winter,BOGO (Buy One Get One)
1000001263,1252,2020-09-18,22:51:28,3,91.36,Mobile Payment,San Francisco,Supermarket,False,Fall,No Promotion
1000001264,1253,2023-08-26,16:52:30,6,72.5,Mobile Payment,Seattle,Warehouse Club,False,Spring,BOGO (Buy One Get One)
1000001265,1254,2022-12-10,16:54:15,10,56.92,Mobile Payment,Dallas,Convenience Store,True,Spring,BOGO (Buy One Get One)
1000001266,1255,2020-07-18,02:16:47,1,81.71,Debit Card,Los Angeles,Warehouse Club,True,Spring,BOGO (Buy One Get One)
1000001267,1256,2020-06-26,14:19:28,7,19.98,Mobile Payment,New York,Specialty Store,False,Winter,Discount on Selected Items
1000001268,1257,2022-07-05,20:41:33,10,83.54,Credit Card,Boston,Specialty Store,False,Winter,Discount on Selected Items
1000001269,1258,2022-10-21,09:07:04,10,13.77,Debit Card,Seattle,Pharmacy,False,Winter,BOGO (Buy One Get One)
1000001270,1259,2022-12-17,07:45:08,8,60.5,Credit Card,San Francisco,Department Store,True,Spring,No Promotion
1000001271,102,2023-08-31,10:55:50,9,61.77,Cash,San Francisco,Warehouse Club,False,Fall,Discount on Selected Items
1000001272,1260,2023-12-16,10:30:03,2,79.62,Debit Card,Seattle,Department Store,True,Summer,BOGO (Buy One Get One)
1000001273,1261,2020-04-21,07:50:09,7,96.67,Cash,Seattle,Specialty Store,False,Summer,Discount on Selected Items
1000001274,1262,2022-09-24,03:52:32,3,30.8,Cash,Los Angeles,Pharmacy,True,Spring,No Promotion
1000001275,1263,2020-09-08,23:34:03,10,40.67,Cash,Dallas,Department Store,True,Winter,No Promotion
1000001276,1264,2022-06-26,19:11:36,2,15.24,Mobile Payment,Houston,Specialty Store,True,Fall,No Promotion
1000001277,1265,2020-04-21,05:20:26,10,13.82,Cash,New York,Specialty Store,True,Winter,Discount on Selected Items
1000001278,1266,2021-08-23,17:35:12,3,99.1,Debit Card,San Francisco,Pharmacy,False,Winter,No Promotion
1000001279,1267,2024-01-17,15:28:43,3,96.57,Mobile Payment,Chicago,Convenience Store,False,Fall,BOGO (Buy One Get One)
1000001280,1268,2022-12-13,00:07:34,2,80.34,Credit Card,Dallas,Department Store,False,Spring,BOGO (Buy One Get One)
1000001281,1269,2023-12-14,21:48:40,4,29.48,Debit Card,Atlanta,Specialty Store,True,Winter,BOGO (Buy One Get One)
1000001282,1270,2020-06-30,02:50:12,4,72.04,Mobile Payment,Dallas,Convenience Store,False,Spring,Discount on Selected Items
1000001283,420,2023-08-06,13:49:27,5,46.4,Credit Card,Houston,Specialty Store,True,Fall,No Promotion
1000001284,1271,2020-07-03,07:09:04,1,25.71,Credit Card,San Francisco,Supermarket,False,Spring,No Promotion
1000001285,1272,2022-12-06,14:34:36,7,14.43,Debit Card,New York,Warehouse Club,False,Spring,No Promotion
1000001286,1273,2020-05-05,06:09:38,5,67.6,Credit Card,Miami,Supermarket,True,Spring,Discount on Selected Items
1000001287,1274,2022-01-09,04:03:46,8,50.67,Debit Card,Dallas,Supermarket,True,Summer,No Promotion
1000001288,1275,2020-03-23,14:52:36,9,88.94,Mobile Payment,Chicago,Convenience Store,False,Fall,Discount on Selected Items
1000001289,1276,2021-05-22,22:16:56,2,78.09,Credit Card,Dallas,Department Store,True,Summer,BOGO (Buy One Get One)
1000001290,1277,2024-01-15,06:08:32,2,79.07,Cash,Boston,Supermarket,False,Winter,Discount on Selected Items
1000001291,1278,2023-09-11,20:38:10,9,81.87,Cash,San Francisco,Department Store,False,Summer,No Promotion
1000001292,1279,2020-03-20,18:21:12,9,65.89,Debit Card,Los Angeles,Pharmacy,True,Fall,Discount on Selected Items
1000001293,1280,2021-09-11,16:24:33,8,73.09,Cash,Seattle,Warehouse Club,True,Spring,BOGO (Buy One Get One)
1000001294,1281,2022-10-11,16:17:51,8,96.85,Credit Card,Miami,Supermarket,True,Fall,No Promotion
1000001295,1282,2020-09-15,03:53:32,5,89.95,Credit Card,Boston,Department Store,True,Summer,Discount on Selected Items
1000001296,1283,2023-12-30,17:57:29,1,49.82,Cash,Los Angeles,Warehouse Club,True,Spring,Discount on Selected Items
1000001297,1284,2022-07-15,17:29:43,9,77.72,Cash,Seattle,Convenience Store,True,Summer,Discount on Selected Items
